5.2592	4.3760	4.7090	5.5536	5.8351	4.3427	4.3381	4.3792	4.0079	4.0660	4.3336	4.0517	4.1656
0.0000	5.7671	7.2890	4.7786	5.8537	4.5036	4.4897	4.3479	4.4256	4.0343	4.3105	3.9939	4.0748
0.0000	0.0000	5.9165	5.2001	6.6607	4.3157	4.3693	4.7482	4.3125	4.1618	4.3922	4.0653	4.2066
0.0000	0.0000	0.0000	5.7006	6.8638	4.3944	4.3344	4.3846	4.0386	3.8120	4.1201	3.8119	4.0417
0.0000	0.0000	0.0000	0.0000	9.1748	7.3408	6.4777	5.8760	5.8759	7.0118	7.2803	6.9307	6.8238
0.0000	0.0000	0.0000	0.0000	0.0000	5.9858	5.3938	5.2755	5.7301	3.7009	3.9027	3.5925	3.6600
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	6.1913	7.1484	4.6837	3.7452	3.9763	3.7159	3.6210
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.7499	5.3354	4.3310	3.9659	3.7657	3.6626
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.3749	4.7267	4.4423	3.5117	3.4480
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.0223	4.8313	3.8189	3.2157
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.8430	5.0029	4.1900
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.9368	3.7370
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.8620
5.2782	4.4006	4.7314	5.5630	5.8700	4.3153	4.3668	4.3634	4.0120	4.0355	4.3438	4.0420	4.1877
0.0000	5.6955	7.2867	4.8198	5.8999	4.5065	4.4584	4.3408	4.3987	4.0357	4.2938	3.9951	4.0653
0.0000	0.0000	5.9513	5.1979	6.6672	4.3083	4.3720	4.7014	4.2902	4.1885	4.4221	4.1278	4.1713
0.0000	0.0000	0.0000	5.7031	6.8497	4.3800	4.3553	4.3790	4.0412	3.8331	4.1845	3.8309	4.0646
0.0000	0.0000	0.0000	0.0000	9.1612	7.3787	6.5330	5.8733	5.8811	6.9783	7.2997	7.0339	6.7607
0.0000	0.0000	0.0000	0.0000	0.0000	5.9738	5.4114	5.2593	5.7067	3.6702	3.8718	3.5530	3.5795
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	6.1760	7.1521	4.6724	3.7081	3.9785	3.7085	3.6275
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.7705	5.3056	4.3447	3.9404	3.7198	3.6613
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.4039	4.7264	4.4244	3.4988	3.4593
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.0697	4.8107	3.8069	3.2144
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.7886	5.0137	4.2069
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.9414	3.7270
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.8370
